movieId,imdbId,title,genres
101,0115734,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
102,0117102,Mr. Wrong (1996),Comedy
103,0118040,Unforgettable (1996),Mystery|Sci-Fi|Thriller
104,0116483,Happy Gilmore (1996),Comedy
105,0112579,"Bridges of Madison County, The (1995)",Drama|Romance
106,0110251,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama
107,0117110,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical
108,0112646,Catwalk (1996),Documentary
110,0112573,Braveheart (1995),Action|Drama|War
111,0075314,Taxi Driver (1976),Crime|Drama|Thriller
112,0113326,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
113,0115645,Before and After (1996),Drama|Mystery
116,0112373,Anne Frank Remembered (1995),Documentary
117,0115033,"Young Poisoner's Handbook, The (1995)",Crime|Drama
118,0116606,If Lucy Fell (1996),Comedy|Romance
119,0114536,"Steal Big, Steal Little (1995)",Comedy
121,0106473,"Boys of St. Vincent, The (1992)",Drama
122,0103859,Boomerang (1992),Comedy|Romance
123,0109424,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
125,0116324,Flirting With Disaster (1996),Comedy
126,0110647,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy
128,0110217,Jupiter's Wife (1994),Documentary
129,0114131,Pie in the Sky (1996),Comedy|Romance
132,0113451,Jade (1995),Thriller
135,0116130,Down Periscope (1996),Comedy
137,0113756,Man of the Year (1995),Documentary
140,0118055,Up Close and Personal (1996),Drama|Romance
141,0115685,"Birdcage, The (1996)",Comedy
144,0112585,"Brothers McMullen, The (1995)",Comedy
145,0112442,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
146,0112342,"Amazing Panda Adventure, The (1995)",Adventure|Children
147,0112461,"Basketball Diaries, The (1995)",Drama
148,0112427,"Awfully Big Adventure, An (1995)",Drama
149,0109093,Amateur (1994),Crime|Drama|Thriller
150,0112384,Apollo 13 (1995),Adventure|Drama|IMAX
151,0114287,Rob Roy (1995),Action|Drama|Romance|War
152,0112288,"Addiction, The (1995)",Drama|Horror
153,0112462,Batman Forever (1995),Action|Adventure|Comedy|Crime
154,0061395,Beauty of the Day (Belle de jour) (1967),Drama
155,0112495,Beyond Rangoon (1995),Adventure|Drama|War
156,0112541,Blue in the Face (1995),Comedy|Drama
157,0109370,Canadian Bacon (1995),Comedy|War
158,0112642,Casper (1995),Adventure|Children
159,0112688,Clockers (1995),Crime|Drama|Mystery
160,0112715,Congo (1995),Action|Adventure|Mystery|Sci-Fi
161,0112740,Crimson Tide (1995),Drama|Thriller|War
162,0109508,Crumb (1994),Documentary
163,0112851,Desperado (1995),Action|Romance|Western
164,0112857,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
165,0112864,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
166,0112887,"Doom Generation, The (1995)",Comedy|Crime|Drama
168,0113071,First Knight (1995),Action|Drama|Romance
169,0113114,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
170,0113243,Hackers (1995),Action|Adventure|Crime|Thriller
171,0113464,Jeffrey (1995),Comedy|Drama
172,0113481,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
173,0113492,Judge Dredd (1995),Action|Crime|Sci-Fi
174,0113500,Jury Duty (1995),Comedy
175,0113540,Kids (1995),Drama
176,0113677,Living in Oblivion (1995),Comedy
177,0113690,Lord of Illusions (1995),Horror
178,0107447,Love & Human Remains (1993),Comedy|Drama
179,0113729,Mad Love (1995),Drama|Romance
180,0113749,Mallrats (1995),Comedy|Romance
181,0113820,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
183,0110604,Mute Witness (1994),Comedy|Horror|Thriller
184,0110620,Nadja (1994),Drama
185,0113957,"Net, The (1995)",Action|Crime|Thriller
186,0113986,Nine Months (1995),Comedy|Romance
187,0114095,Party Girl (1995),Comedy
188,0114194,"Prophecy, The (1995)",Fantasy|Horror|Mystery
189,0114241,Reckless (1995),Comedy|Fantasy
190,0114323,Safe (1995),Thriller
191,0114345,"Scarlet Letter, The (1995)",Drama|Romance
193,0114436,Showgirls (1995),Drama
194,0114478,Smoke (1995),Comedy|Drama
195,0114496,Something to Talk About (1995),Comedy|Drama|Romance
196,0114508,Species (1995),Horror|Sci-Fi
198,0114558,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
199,0058450,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
201,0114663,Three Wishes (1995),Drama|Fantasy
202,0114702,Total Eclipse (1995),Drama|Romance
203,0114682,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
204,0114781,Under Siege 2: Dark Territory (1995),Action
205,0114798,Unstrung Heroes (1995),Comedy|Drama
206,0114805,Unzipped (1995),Documentary
207,0114887,"Walk in the Clouds, A (1995)",Drama|Romance
208,0114898,Waterworld (1995),Action|Adventure|Sci-Fi
209,0114928,White Man's Burden (1995),Drama
210,0114938,Wild Bill (1995),Western
211,0109340,"Browning Version, The (1994)",Drama
212,0112602,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery
213,0111579,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
214,0110882,Before the Rain (Pred dozhdot) (1994),Drama|War
215,0112471,Before Sunrise (1995),Drama|Romance
216,0112508,Billy Madison (1995),Comedy
217,0112438,"Babysitter, The (1995)",Drama|Thriller
218,0112571,Boys on the Side (1995),Comedy|Drama
219,0112757,"Cure, The (1995)",Drama
220,0112643,Castle Freak (1995),Horror
222,0112679,Circle of Friends (1995),Drama|Romance
223,0109445,Clerks (1994),Comedy
224,0112883,Don Juan DeMarco (1995),Comedy|Drama|Romance
225,0109635,Disclosure (1994),Drama|Thriller
227,0109676,Drop Zone (1994),Action|Thriller
228,0112854,Destiny Turns on the Radio (1995),Comedy
229,0109579,Death and the Maiden (1994),Drama|Thriller
230,0109642,Dolores Claiborne (1995),Drama|Thriller
231,0109686,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
232,0111797,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
233,0109759,Exotica (1994),Drama
234,0109758,Exit to Eden (1994),Comedy
235,0109707,Ed Wood (1994),Comedy|Drama
236,0113117,French Kiss (1995),Action|Comedy|Romance
237,0113097,Forget Paris (1995),Comedy|Romance
238,0113028,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
239,0113198,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
240,0113303,Hideaway (1995),Thriller
241,0113089,Fluke (1995),Children|Drama
242,0109771,Farinelli: il castrato (1994),Drama|Musical
243,0113199,Gordy (1995),Children|Comedy|Fantasy
246,0110057,Hoop Dreams (1994),Documentary
247,0110005,Heavenly Creatures (1994),Crime|Drama
248,0110066,Houseguest (1994),Comedy
249,0110116,Immortal Beloved (1994),Drama|Romance
250,0110006,Heavyweights (Heavy Weights) (1995),Children|Comedy
251,0113360,"Hunted, The (1995)",Action
252,0110099,I.Q. (1994),Comedy|Romance
253,0110148,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
254,0113463,Jefferson in Paris (1995),Drama
255,0110189,"Jerky Boys, The (1995)",Comedy
256,0110216,Junior (1994),Comedy|Sci-Fi
257,0113501,Just Cause (1995),Mystery|Thriller
258,0113538,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
259,0113552,Kiss of Death (1995),Crime|Drama|Thriller
260,0076759,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
261,0110367,Little Women (1994),Drama
262,0113670,"Little Princess, A (1995)",Children|Drama
263,0110296,Ladybird Ladybird (1994),Drama
265,0103994,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
266,0110322,Legends of the Fall (1994),Drama|Romance|War|Western
267,0110443,Major Payne (1995),Comedy
269,0107566,My Crazy Life (Mi vida loca) (1993),Drama
270,0110391,Love Affair (1994),Drama|Romance
271,0113691,Losing Isaiah (1995),Drama
272,0110428,"Madness of King George, The (1994)",Comedy|Drama
273,0109836,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
274,0113755,Man of the House (1995),Comedy
275,0110538,Mixed Nuts (1994),Comedy
276,0110516,Milk Money (1994),Comedy|Romance
277,0110527,Miracle on 34th Street (1994),Drama
278,0113808,Miami Rhapsody (1995),Comedy
279,0113896,My Family (1995),Drama
280,0113870,Murder in the First (1995),Drama|Thriller
281,0110684,Nobody's Fool (1994),Comedy|Drama|Romance
282,0110638,Nell (1994),Drama
283,0113967,New Jersey Drive (1995),Crime|Drama
284,0117169,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime
285,0106402,Beyond Bedlam (1993),Drama|Horror
287,0110671,Nina Takes a Lover (1994),Comedy|Romance
288,0110632,Natural Born Killers (1994),Action|Crime|Thriller
289,0110737,Only You (1994),Comedy|Romance
290,0110729,Once Were Warriors (1994),Crime|Drama
291,0114151,Poison Ivy II (1996),Drama|Thriller
292,0114069,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
293,0110413,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
294,0114113,"Perez Family, The (1995)",Comedy|Romance
295,0114210,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
296,0110912,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
298,0105652,Pushing Hands (Tui shou) (1992),Drama
299,0110889,Priest (1994),Drama
300,0110932,Quiz Show (1994),Drama
301,0114129,Picture Bride (Bijo photo) (1994),Drama|Romance
302,0110963,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
303,0114214,"Quick and the Dead, The (1995)",Action|Thriller|Western
304,0114296,Roommates (1995),Comedy|Drama
305,0110907,Ready to Wear (Pret-A-Porter) (1994),Comedy
306,0111495,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
307,0108394,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
308,0111507,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
310,0114268,Rent-a-Kid (1995),Comedy
311,0110965,Relative Fear (1994),Horror|Thriller
312,0114571,Stuart Saves His Family (1995),Comedy
313,0111333,"Swan Princess, The (1994)",Animation|Children
314,0111112,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
315,0111255,"Specialist, The (1994)",Action|Drama|Thriller
316,0111282,Stargate (1994),Action|Adventure|Sci-Fi
317,0111070,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
318,0111161,"Shawshank Redemption, The (1994)",Crime|Drama
319,0111149,Shallow Grave (1994),Comedy|Drama|Thriller
320,0108260,Suture (1993),Film-Noir|Thriller
321,0106966,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
322,0114594,Swimming with Sharks (1995),Comedy|Drama
324,0111309,"Sum of Us, The (1994)",Comedy|Drama
325,0113936,National Lampoon's Senior Trip (1995),Comedy
326,0110081,To Live (Huozhe) (1994),Drama
327,0114614,Tank Girl (1995),Action|Comedy|Sci-Fi
328,0114608,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
329,0111280,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
330,0114609,Tales from the Hood (1995),Action|Crime|Horror
331,0111454,Tom & Viv (1994),Drama
332,0114852,Village of the Damned (1995),Horror|Sci-Fi
333,0114694,Tommy Boy (1995),Comedy
334,0111590,Vanya on 42nd Street (1994),Drama
335,0114788,Underneath (1995),Mystery|Thriller
336,0114888,"Walking Dead, The (1995)",Drama|War
337,0108550,What's Eating Gilbert Grape (1993),Drama
338,0114857,Virtuosity (1995),Action|Sci-Fi|Thriller
339,0114924,While You Were Sleeping (1995),Comedy|Romance
340,0111667,"War, The (1994)",Adventure|Drama|War
341,0109655,Double Happiness (1994),Drama
342,0110598,Muriel's Wedding (1994),Comedy
343,0112435,"Baby-Sitters Club, The (1995)",Children
344,0109040,Ace Ventura: Pet Detective (1994),Comedy
345,0109045,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
346,0106339,Backbeat (1993),Drama|Musical
347,0104779,Bitter Moon (1992),Drama|Film-Noir|Romance
348,0109348,Bullets Over Broadway (1994),Comedy
349,0109444,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
350,0109446,"Client, The (1994)",Drama|Mystery|Thriller
351,0109484,"Corrina, Corrina (1994)",Comedy|Drama|Romance
352,0109504,Crooklyn (1994),Comedy|Drama
353,0109506,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
354,0109450,Cobb (1994),Drama
355,0109813,"Flintstones, The (1994)",Children|Comedy|Fantasy
356,0109830,Forrest Gump (1994),Comedy|Drama|Romance|War
357,0109831,Four Weddings and a Funeral (1994),Comedy|Romance
358,0113305,Higher Learning (1995),Drama
359,0110091,I Like It Like That (1994),Comedy|Drama|Romance
360,0110093,I Love Trouble (1994),Action|Comedy
361,0110167,It Could Happen to You (1994),Comedy|Drama|Romance
362,0110213,"Jungle Book, The (1994)",Adventure|Children|Romance
363,0107472,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
364,0110357,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
365,0107426,Little Buddha (1993),Drama
366,0111686,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
367,0110475,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
368,0110478,Maverick (1994),Adventure|Comedy|Western
369,0110588,Mrs. Parker and the Vicious Circle (1994),Drama
370,0110622,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
371,0110771,"Paper, The (1994)",Comedy|Drama
372,0110950,Reality Bites (1994),Comedy|Drama|Romance
373,0105226,Red Rock West (1992),Thriller
374,0110989,Richie Rich (1994),Children|Comedy
376,0110997,"River Wild, The (1994)",Action|Thriller
377,0111257,Speed (1994),Action|Romance|Thriller
378,0111256,Speechless (1994),Comedy|Romance
379,0111438,Timecop (1994),Action|Sci-Fi|Thriller
380,0111503,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
381,0111693,When a Man Loves a Woman (1994),Drama|Romance
382,0111742,Wolf (1994),Drama|Horror|Romance|Thriller
383,0111756,Wyatt Earp (1994),Western
384,0112443,Bad Company (1995),Action|Crime|Drama
385,0110455,"Man of No Importance, A (1994)",Drama
386,0111048,S.F.W. (1994),Drama
387,0110399,"Low Down Dirty Shame, A (1994)",Action|Comedy
388,0112570,Boys Life (1995),Drama
389,0109454,"Colonel Chabert, Le (1994)",Drama|Romance|War
390,0059170,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
391,0110186,Jason's Lyric (1994),Crime|Drama
393,0111301,Street Fighter (1994),Action|Adventure|Fantasy
405,0110027,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
406,0109785,Federal Hill (1994),Drama
407,0113409,In the Mouth of Madness (1995),Horror|Thriller
408,0109021,8 Seconds (1994),Drama
409,0109035,Above the Rim (1994),Crime|Drama
410,0106220,Addams Family Values (1993),Children|Comedy|Fantasy
412,0106226,"Age of Innocence, The (1993)",Drama
413,0109068,Airheads (1994),Comedy
414,0109067,"Air Up There, The (1994)",Comedy
415,0106292,Another Stakeout (1993),Comedy|Thriller
416,0109198,Bad Girls (1994),Western
417,0109219,Barcelona (1994),Comedy|Romance
418,0106379,Being Human (1993),Drama
419,0106400,"Beverly Hillbillies, The (1993)",Comedy
420,0109254,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
421,0109279,Black Beauty (1994),Adventure|Children|Drama
422,0109297,Blink (1994),Thriller
423,0109303,Blown Away (1994),Action|Thriller
424,0109305,Blue Chips (1994),Drama
425,0109306,Blue Sky (1994),Drama|Romance
426,0106452,Body Snatchers (1993),Horror|Sci-Fi|Thriller
427,0106471,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
428,0106489,"Bronx Tale, A (1993)",Drama
429,0109361,Cabin Boy (1994),Comedy
430,0106505,Calendar Girl (1993),Comedy|Drama
431,0106519,Carlito's Way (1993),Crime|Drama
432,0109439,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
433,0109443,Clean Slate (1994),Comedy
434,0106582,Cliffhanger (1993),Action|Adventure|Thriller
435,0106598,Coneheads (1993),Comedy|Sci-Fi
436,0109456,Color of Night (1994),Drama|Thriller
437,0109480,Cops and Robbersons (1994),Comedy
438,0109493,"Cowboy Way, The (1994)",Action|Comedy|Drama
440,0106673,Dave (1993),Comedy|Romance
441,0106677,Dazed and Confused (1993),Comedy
442,0106697,Demolition Man (1993),Action|Adventure|Sci-Fi
444,0106834,Even Cowgirls Get the Blues (1993),Comedy|Romance
445,0106873,Fatal Instinct (1993),Comedy
446,0106332,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
448,0106881,Fearless (1993),Drama
449,0106880,Fear of a Black Hat (1994),Comedy
450,0111732,With Honors (1994),Comedy|Drama
451,0106926,Flesh and Bone (1993),Drama|Mystery|Romance
452,0111712,Widows' Peak (1994),Drama
453,0106941,For Love or Money (1993),Comedy|Romance
454,0106918,"Firm, The (1993)",Drama|Thriller
455,0106965,Free Willy (1993),Adventure|Children|Drama
456,0109842,Fresh (1994),Crime|Drama|Thriller
457,0106977,"Fugitive, The (1993)",Thriller
458,0107004,Geronimo: An American Legend (1993),Drama|Western
459,0109890,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
460,0109891,Getting Even with Dad (1994),Comedy
461,0109913,Go Fish (1994),Drama|Romance
464,0107076,Hard Target (1993),Action|Adventure|Crime|Thriller
466,0107144,Hot Shots! Part Deux (1993),Action|Comedy|War
467,0113674,Live Nude Girls (1995),Comedy
468,0112966,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
469,0107151,"House of the Spirits, The (1993)",Drama|Romance
470,0110064,House Party 3 (1994),Comedy
471,0110074,"Hudsucker Proxy, The (1994)",Comedy
472,0110097,I'll Do Anything (1994),Comedy|Drama
473,0110123,In the Army Now (1994),Comedy|War
474,0107206,In the Line of Fire (1993),Action|Thriller
475,0107207,In the Name of the Father (1993),Drama
476,0110137,"Inkwell, The (1994)",Comedy|Drama
477,0108551,What's Love Got to Do with It? (1993),Drama|Musical
478,0110197,Jimmy Hollywood (1994),Comedy|Crime|Drama
479,0107286,Judgment Night (1993),Action|Crime|Thriller
480,0107290,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
481,0107302,Kalifornia (1993),Drama|Thriller
482,0110265,Killing Zoe (1994),Crime|Drama|Thriller
484,0110305,Lassie (1994),Adventure|Children
485,0107362,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
486,0107413,Life with Mikey (1993),Comedy
487,0110353,Lightning Jack (1994),Comedy|Western
488,0107468,M. Butterfly (1993),Drama|Romance
489,0107478,Made in America (1993),Comedy
490,0107497,Malice (1993),Thriller
491,0107501,"Man Without a Face, The (1993)",Drama
492,0107507,Manhattan Murder Mystery (1993),Comedy|Mystery
493,0107554,Menace II Society (1993),Action|Crime|Drama
494,0116253,Executive Decision (1996),Action|Adventure|Thriller
495,0074102,In the Realm of the Senses (Ai no corrida) (1976),Drama
496,0111689,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
497,0107616,Much Ado About Nothing (1993),Comedy|Romance
499,0107613,Mr. Wonderful (1993),Comedy|Romance
500,0107614,Mrs. Doubtfire (1993),Comedy|Drama
501,0107653,Naked (1993),Drama
502,0110657,"Next Karate Kid, The (1994)",Action|Children|Romance
504,0110678,No Escape (1994),Action|Drama|Sci-Fi
505,0110687,North (1994),Comedy
506,0107756,Orlando (1992),Drama|Fantasy|Romance
507,0107808,"Perfect World, A (1993)",Crime|Drama|Thriller
508,0107818,Philadelphia (1993),Drama
509,0107822,"Piano, The (1993)",Drama|Romance
510,0107840,Poetic Justice (1993),Drama
511,0107889,"Program, The (1993)",Action|Drama
512,0111003,"Puppet Masters, The (1994)",Horror|Sci-Fi
513,0110939,Radioland Murders (1994),Comedy|Mystery|Romance
514,0110955,"Ref, The (1994)",Comedy
515,0107943,"Remains of the Day, The (1993)",Drama|Romance
516,0110971,Renaissance Man (1994),Comedy|Drama
517,0107969,Rising Sun (1993),Action|Drama|Mystery
518,0111001,"Road to Wellville, The (1994)",Comedy
519,0107978,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
520,0107977,Robin Hood: Men in Tights (1993),Comedy
521,0107983,Romeo Is Bleeding (1993),Crime|Thriller
522,0105275,Romper Stomper (1992),Action|Drama
523,0108000,Ruby in Paradise (1993),Drama
524,0108002,Rudy (1993),Drama
526,0105032,"Savage Nights (Nuits fauves, Les) (1992)",Drama
527,0108052,Schindler's List (1993),Drama|War
528,0111094,"Scout, The (1994)",Comedy|Drama
529,0108065,Searching for Bobby Fischer (1993),Drama
531,0108071,"Secret Garden, The (1993)",Children|Drama
532,0111127,Serial Mom (1994),Comedy|Crime|Horror
533,0111143,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
534,0108101,Shadowlands (1993),Drama|Romance
535,0108122,Short Cuts (1993),Drama
536,0111194,"Simple Twist of Fate, A (1994)",Drama
537,0111201,Sirens (1994),Drama
538,0108149,Six Degrees of Separation (1993),Drama
539,0108160,Sleepless in Seattle (1993),Comedy|Drama|Romance
540,0108162,Sliver (1993),Thriller
541,0083658,Blade Runner (1982),Action|Sci-Fi|Thriller
542,0108186,Son in Law (1993),Comedy|Drama|Romance
543,0108174,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
544,0108238,Striking Distance (1993),Action|Crime
546,0108255,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
547,0111323,Surviving the Game (1994),Action|Adventure|Thriller
548,0111400,Terminal Velocity (1994),Action|Mystery|Thriller
549,0108328,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
550,0111418,Threesome (1994),Comedy|Romance
551,0107688,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
552,0108333,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
553,0108358,Tombstone (1993),Action|Drama|Western
555,0108399,True Romance (1993),Crime|Thriller
556,0108515,"War Room, The (1993)",Documentary
558,0110763,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
562,0114906,Welcome to the Dollhouse (1995),Comedy|Drama
563,0107002,Germinal (1993),Drama|Romance
564,0109403,Chasers (1994),Comedy
567,0107315,Kika (1993),Comedy|Drama
