userId,movieId,rating
200,589,5
16,1247,5
61,1515,3
271,1250,4
271,1188,3
275,786,3
87,203,3
207,1584,4
177,1625,4
207,892,2
299,435,3
271,277,4
305,1171,4
49,441,2
94,528,3
130,1051,3
10,1199,3
203,1414,3
191,1183,4
43,1438,3
21,247,5
197,589,5
13,1694,2
194,339,3
234,1274,4
308,587,4
308,1173,4
269,1273,5
94,1610,4
268,316,3
272,50,5
121,1459,3
296,85,5
134,1183,3
234,944,3
104,733,2
38,66,1
269,1042,1
234,929,3
275,648,2
52,1527,3
102,707,3
13,1220,4
178,351,4
236,364,3
256,236,5
263,1200,5
244,1220,3
279,387,4
43,605,4
83,455,2
151,1247,5
254,1321,2
109,1094,3
297,57,3
249,1222,4
144,261,4
301,905,4
64,491,3
92,1029,2
222,590,4
268,1321,3
293,924,5
213,1197,5
160,78,2
13,969,4
59,45,5
5,70,4
174,2320,5
114,1086,3
23,1246,2
128,62,4
239,296,4
181,83,1
291,466,4
250,1394,4
201,1227,3
181,1483,2
119,743,3
287,1,5
216,1357,4
203,647,4
13,1702,3
213,1200,4
286,1407,5
117,719,2
99,708,1
11,247,3
65,235,2
295,1234,4
85,1588,2
250,783,5
137,1036,5
201,501,2
257,994,4
111,1597,4
91,908,4
189,828,5
1,85,4
303,596,4
299,1635,3
187,1291,4
222,74,2
214,377,4
293,164,3
285,1225,4
303,1544,3
96,1089,4
72,327,3
115,101,4
7,1256,3
116,1754,3
73,908,4
269,1639,5
263,1028,5
70,1275,3
221,778,4
25,1193,4
189,1287,4
299,1633,3
264,1485,3
200,24,5
187,924,4
184,1221,4
63,1416,2
13,1375,4
298,915,3
235,1219,4
62,1395,4
246,586,2
54,832,5
63,94,3
11,440,3
8,165,3
303,1258,4
256,1100,2
72,292,3
164,742,2
117,1060,4
224,454,4
193,1457,3
94,1215,2
281,1665,2
130,671,3
128,105,1
94,168,1
182,1042,3
129,1593,1
254,1375,4
64,342,4
151,1200,2
45,141,4
193,1616,3
276,714,4
276,299,3
234,1221,4
21,92,1
293,1517,3
264,180,5
10,942,5
197,1729,3
276,1031,3
308,1207,4
221,482,4
131,848,4
268,725,2
109,34,3
198,300,3
230,1606,4
181,627,1
234,1350,3
90,1730,4
193,450,4
128,904,5
126,1735,2
244,1610,4
90,1416,3
157,141,3
305,364,3
119,345,5
21,1356,2
231,1210,4
280,1120,3
288,919,3
301,163,4
72,261,3
90,1588,2
59,832,3
94,991,4
130,1179,4
26,1547,3
82,1120,2
62,50,4
276,203,3
181,1547,1
152,1614,3
178,1042,4
217,786,4
79,1633,4
138,913,4
308,471,5
75,852,2
307,586,3
222,236,3
121,613,3
269,110,1
13,1390,4
230,832,5
269,1104,4
245,3,5
56,95,3
271,3,2
222,577,2
22,248,3
294,880,3
82,79,1
279,552,4
269,1387,1
6,593,5
243,1411,4
298,1210,4
282,1483,1
78,1438,1
118,1258,5
171,1465,4
10,608,5
245,1210,4
107,1625,3
13,1731,1
276,357,4
244,70,2
189,296,5
62,1552,4
276,1013,4
214,898,4
306,1391,4
222,144,3
280,1094,5
60,1256,5
56,364,4
42,7,5
1,1265,5
13,517,4
173,1416,4
15,1629,1
185,111,4
280,20,3
244,342,4
150,1466,4
7,955,4
178,475,4
178,832,3
95,23,3
234,1415,3
97,1356,5
109,858,2
117,1639,5
269,899,2
130,212,3
264,1259,4
207,52,3
42,595,5
246,765,2
87,39,4
101,986,3
256,858,4
92,361,3
181,94,2
213,1391,1
92,597,2
292,1283,5
274,1042,5
188,11,5
18,515,4
5,1325,1
236,1096,3
193,743,4
144,1188,4
48,934,4
5,1367,2
311,1282,4
8,110,5
276,1222,4
222,1197,5
72,1409,4
299,923,4
1,1175,5
308,1518,3
165,1307,4
222,252,3
90,141,5
208,1307,5
263,589,4
134,1438,4
279,548,4
2,1465,4
288,760,2
49,1617,4
286,1079,5
205,986,3
22,466,4
234,527,4
223,1597,3
15,141,3
268,1047,4
94,358,3
274,648,4
7,949,5
164,1006,3
290,1101,4
239,176,5
56,1371,5
248,1387,4
234,41,3
280,840,2
308,1221,5
276,318,5
192,1468,3
122,1185,4
85,595,3
262,880,2
201,1704,3
181,1458,2
295,597,4
263,377,4
295,198,4
201,496,4
93,673,3
159,3,5
293,1097,3
82,786,3
276,1210,5
13,707,5
217,10,3
83,1271,4
189,85,5
222,378,4
146,1649,5
126,1485,3
181,828,1
125,466,4
43,762,4
253,1588,2
77,1245,4
291,507,5
268,107,3
262,150,3
234,471,3
29,1488,3
236,299,5
158,282,3
156,1283,4
232,272,5
168,1409,5
37,1407,4
141,1488,3
235,1376,4
102,357,3
90,1103,5
186,349,5
44,1271,5
118,188,5
7,1283,5
62,353,1
42,3,4
178,1285,4
85,266,2
56,719,4
197,1602,1
286,594,4
90,1584,3
181,633,1
295,1224,4
224,356,4
272,475,4
221,851,3
66,1605,1
207,527,5
234,916,3
7,1226,5
87,480,5
195,12,1
44,1371,5
306,1399,4
94,316,3
167,1269,4
108,608,4
230,986,5
54,1617,4
90,110,4
181,100,2
286,1193,4
14,1641,4
311,1206,2
21,1326,1
244,165,1
181,648,4
65,493,4
37,20,2
44,1333,5
244,1214,4
1,1610,4
270,141,5
299,412,2
94,423,3
286,1297,4
239,1704,5
178,380,4
194,111,4
268,215,3
188,1035,5
276,1485,4
158,125,4
207,1042,3
161,246,1
305,1252,4
47,1464,3
64,534,4
191,1722,3
7,277,5
59,555,5
69,1639,5
10,194,3
21,866,4
58,36,4
194,1077,3
7,1258,5
113,848,5
173,1597,5
95,1385,4
16,1234,5
59,1438,4
311,1252,3
292,599,4
43,1266,4
235,357,5
125,1224,5
284,1422,3
303,1101,5
254,277,3
255,704,1
104,1614,2
6,314,4
279,784,1
286,1573,4
222,1350,3
297,299,5
42,1025,3
130,23,4
254,1193,3
109,778,1
230,1018,2
244,1672,3
6,1614,2
36,1479,4
256,1333,3
104,1041,4
21,1345,5
111,1614,4
25,1356,4
110,516,3
270,593,5
68,1393,5
83,1302,4
6,1584,2
89,1307,5
128,475,4
184,818,2
286,1199,5
279,1454,3
256,515,5
221,246,5
140,1620,3
190,694,2
11,1372,3
201,1266,5
150,1210,5
126,1488,3
20,1278,2
144,832,4
181,836,1
109,349,4
213,920,3
218,1278,3
174,1624,5
275,1220,3
68,832,1
268,521,4
195,6,4
224,1203,4
5,688,1
99,1552,5
292,36,4
72,377,4
83,376,5
92,849,2
7,73,3
87,585,2
287,135,4
1,1088,2
234,1096,2
222,288,5
24,318,5
7,208,3
82,296,3
161,527,3
196,500,4
56,551,4
82,837,3
7,653,2
256,89,4
226,296,4
279,627,5
16,34,5
180,1265,3
203,562,4
145,296,5
288,1635,4
84,832,3
44,1189,3
17,52,3
313,733,4
148,1,4
197,1747,4
21,1127,5
279,990,3
239,940,5
185,1399,5
297,541,4
303,353,4
186,1527,1
73,1274,3
104,5,2
94,1307,3
239,1234,5
197,1204,5
280,1,4
1,733,3
224,521,1
303,544,1
60,1124,4
198,1584,4
239,1212,5
6,356,3
233,193,4
85,1179,4
110,185,3
184,1273,3
99,1593,1
13,1022,2
201,1245,4
13,1324,1
214,902,3
222,529,3
279,234,4
85,1285,3
239,1387,3
13,367,4
194,454,3
208,1292,5
109,1203,3
59,914,2
313,898,3
70,1009,3
198,1387,3
65,802,4
174,1271,5
90,50,5
130,422,3
100,1777,2
283,1282,5
275,1022,3
311,593,5
195,1722,4
130,637,4
269,1544,1
286,368,5
7,1021,3
56,1356,5
210,1270,5
239,36,5
96,529,4
297,368,2
249,1396,3
94,1332,2
275,1610,4
135,490,3
125,345,1
70,552,4
311,36,4
301,1276,4
152,494,5
275,1030,2
53,376,4
198,736,2
244,333,4
26,802,4
151,52,3
124,953,1
24,1225,5
271,337,3
294,1447,3
234,1408,2
25,1029,3
293,994,3
201,1282,3
13,1210,5
207,353,2
313,349,4
144,802,4
188,1333,4
276,1464,4
145,61,1
72,1387,4
83,380,4
181,1003,3
109,587,4
207,650,3
185,1307,4
14,1296,5
149,1057,2
57,457,5
230,678,5
176,1600,4
253,590,4
284,1641,4
106,1287,4
121,1208,3
62,515,2
291,1022,4
84,609,4
293,329,2
207,300,3
194,1221,4
109,590,3
283,1042,4
297,17,5
181,1627,1
78,1569,4
11,1171,4
193,709,4
297,1387,3
87,542,4
250,1270,2
186,1049,4
312,11,4
5,1397,1
291,248,3
175,858,5
145,537,2
7,1189,5
276,1028,5
83,1291,5
102,1281,3
62,1617,3
49,1612,3
268,1573,3
207,208,2
313,968,5
254,1347,1
83,590,4
63,608,5
16,1203,5
297,1385,2
90,911,5
85,141,2
42,593,4
303,500,4
104,1601,3
94,348,4
184,593,4
293,1186,3
248,599,4
18,55,3
217,145,1
200,1702,4
201,1049,1
296,1356,5
7,1286,3
196,342,4
69,1207,3
72,1246,4
256,653,4
151,1441,3
7,1175,3
286,514,5
172,1353,4
308,1238,4
190,61,2
82,5,1
308,1321,4
59,1391,1
64,262,3
145,5,2
220,1573,4
21,1464,4
285,1641,4
207,337,3
198,1268,3
220,1625,3
210,357,4
143,1644,3
75,1393,2
199,1354,4
223,726,2
297,141,4
276,455,4
299,1050,4
293,1483,2
301,1005,2
1,235,4
164,376,4
96,1344,4
291,1552,4
7,1380,5
6,1244,4
202,838,3
214,733,4
184,900,4
194,1295,1
95,353,4
6,111,4
38,426,1
313,1321,4
22,1408,3
262,4970,3
130,382,3
66,1210,5
21,1468,1
206,1617,5
222,110,5
151,452,4
314,150,5
13,1047,3
44,1584,4
303,1022,4
16,541,2
270,247,5
248,733,5
125,527,5
138,1276,5
268,410,2
291,62,5
234,1047,3
239,589,5
15,1615,3
94,1088,2
136,541,4
223,1097,3
82,1234,4
145,1779,3
280,1042,3
179,1667,1
178,1250,4
307,46,4
116,1615,3
23,1584,5
185,720,4
188,1393,3
118,1252,5
246,180,4
234,593,4
194,1396,3
122,277,4
312,608,4
262,318,5
223,104,3
99,592,4
83,225,4
174,587,5
256,916,5
244,288,3
250,1246,4
43,203,3
285,1060,5
42,205,2
97,426,5
61,1438,3
222,640,2
4,1603,3
304,1588,1
37,592,5
49,353,1
303,125,4
165,171,5
176,1464,5
56,1457,3
44,62,4
190,733,4
130,46,3
117,1210,5
303,227,1
19,1304,5
194,1225,4
56,1345,4
262,1358,3
181,795,1
214,994,4
92,1441,4
188,589,5
58,1197,5
244,1080,5
134,1616,4
298,1025,4
254,1376,4
230,1005,3
16,1288,5
151,907,5
145,422,3
200,595,5
297,1282,4
312,920,5
151,50,5
110,377,3
305,912,5
141,1584,5
186,1599,3
214,1296,4
233,1278,4
104,1399,2
312,1079,2
1,1356,4
206,1438,1
230,1028,4
56,1373,3
94,1242,5
268,333,2
83,801,3
222,237,3
279,541,4
112,1615,4
296,1253,5
18,1265,3
13,1423,5
87,1291,5
10,1041,5
181,1597,3
23,314,4
253,1297,3
299,719,2
66,1,3
290,1278,3
79,1112,2
264,1350,2
4,1633,5
144,849,3
138,1244,4
64,1285,2
5,1,4
276,1193,5
62,1285,5
239,778,5
293,1132,3
130,1387,5
264,357,4
208,1247,5
24,104,5
3,1488,1
101,783,3
223,1753,1
99,1639,3
239,1256,3
160,1095,5
54,1366,5
44,1104,3
210,590,5
164,836,4
305,457,3
18,282,3
82,1690,1
109,1476,4
207,141,4
92,275,1
109,1,4
15,1356,3
58,1188,5
303,16,4
152,708,5
194,1095,2
92,1408,3
77,551,3
244,1286,3
177,1414,2
131,1354,3
197,1617,3
85,805,3
295,367,4
181,1,3
277,1569,4
279,589,4
276,377,4
177,356,1
213,52,4
125,923,5
128,597,4
291,1235,5
25,1278,4
288,1704,5
271,296,3
5,9,3
274,1479,5
70,1028,5
199,1639,5
201,1288,3
99,7,1
11,613,4
59,454,4
184,43,3
222,539,4
38,1101,5
59,1022,2
104,1608,3
180,1290,3
7,1346,2
268,237,1
252,43,4
303,788,4
210,1293,5
234,1226,3
312,426,5
308,1302,3
234,959,4
75,95,3
117,62,5
246,1396,3
64,1238,5
85,1221,5
239,471,3
59,292,4
256,1353,3
216,1246,5
203,805,1
13,1240,3
144,1079,5
100,1639,3
210,7,5
94,647,4
13,510,1
125,1267,3
65,1147,4
1,715,5
76,1199,4
294,1120,4
263,929,4
294,836,3
121,733,1
85,52,3
212,1208,1
6,949,5
279,1297,5
303,229,4
184,1225,4
310,728,5
313,110,3
314,726,4
43,22,4
215,1127,3
62,1407,2
280,858,5
161,1726,3
11,218,5
94,1343,3
311,349,4
48,1606,3
85,905,4
288,1293,3
184,1230,5
151,801,3
90,1619,4
11,185,3
104,1552,1
106,509,4
181,851,1
37,733,4
276,1042,4
22,1584,5
70,480,4
5,593,3
308,588,4
60,1278,5
270,224,5
243,1278,4
92,20,2
81,140,4
293,818,1
200,898,5
13,1654,3
56,1215,4
116,1527,4
63,1449,5
295,1391,4
104,851,1
156,1178,5
269,75,1
160,1256,5
237,1225,4
287,1544,1
290,919,3
45,671,5
224,1515,3
145,118,2
277,999,3
65,608,3
272,538,5
116,1569,3
184,515,5
222,1049,2
72,150,4
271,1221,5
246,1171,5
115,34,5
176,1589,3
13,532,3
129,1615,2
257,202,2
95,1,5
151,300,4
184,1271,3
311,410,3
105,1639,4
34,1711,4
72,1207,5
263,1012,5
94,804,4
200,1459,3
45,736,4
279,1036,4
145,110,5
71,541,5
182,356,5
193,1027,4
214,1617,4
151,914,5
102,1422,3
234,415,2
249,836,2
195,1597,4
109,1584,5
222,196,2
282,1407,4
117,66,2
23,342,4
112,1589,1
303,1037,1
252,1608,4
151,171,5
282,1589,5
304,1393,5
290,377,3
64,1095,4
28,457,4
168,1487,3
265,647,4
18,715,5
83,480,5
90,971,5
234,476,4
87,1246,5
26,494,3
150,866,4
161,593,4
70,1291,4
222,612,4
92,1200,5
204,1307,4
164,494,5
57,1644,3
184,1277,4
60,592,3
92,1208,5
43,1270,4
222,257,4
197,1608,4
92,333,3
294,805,3
201,1441,2
201,1302,2
193,785,3
271,899,4
214,16,3
73,1267,5
90,1221,4
315,6,3
48,1671,3
255,653,1
6,898,4
101,1356,3
207,490,4
85,497,4
102,1025,3
158,164,5
297,595,4
90,1104,5
271,910,5
130,1731,1
178,25,3
90,1488,3
181,626,1
311,1035,3
267,70,4
201,266,2
194,1217,4
59,412,3
1,1372,4
116,1722,3
170,1465,5
110,442,3
287,1747,4
195,1513,4
279,1372,4
84,1479,4
31,1658,2
316,593,5
25,141,5
168,7,4
299,595,4
194,898,3
287,1485,5
234,509,4
279,804,1
87,36,4
49,235,5
296,1264,5
44,588,4
92,1307,3
135,198,3
13,339,3
262,410,3
7,1366,3
141,761,2
269,52,4
222,371,4
279,1562,3
42,494,4
145,1447,5
184,1101,2
49,1025,3
313,594,4
32,1425,3
145,1350,5
130,48,3
130,493,3
165,1407,2
249,1569,3
49,481,3
195,1608,3
118,778,5
104,1466,3
142,480,4
119,96,5
303,586,3
92,1188,2
227,1518,5
3,1648,1
94,673,1
59,155,4
30,1713,3
262,691,3
6,1120,3
311,57,4
268,19,3
262,207,4
214,17,3
16,296,5
262,1466,2
293,919,4
62,919,5
94,1729,4
240,1721,5
102,1101,2
83,1614,2
312,150,4
31,913,5
291,357,4
109,595,4
110,212,2
59,1253,4
246,69,3
65,1246,5
24,39,2
308,627,4
301,1271,4
158,1408,4
269,1346,2
308,950,3
224,1225,4
215,1097,5
32,1476,4
154,1416,2
201,1185,3
85,1573,4
180,353,5
184,179,3
188,1343,5
144,1120,4
73,586,1
194,1272,3
177,1266,4
276,6,4
108,1425,4
189,1247,5
73,296,4
120,95,2
101,647,3
5,616,3
26,1391,2
268,453,2
276,183,3
13,1060,5
7,585,4
128,910,4
293,198,3
256,141,5
90,691,3
275,356,3
312,951,5
207,1228,3
264,1084,5
137,1445,4
185,613,4
307,1445,1
42,1200,3
145,653,3
251,1049,2
259,175,4
239,300,5
92,62,3
81,832,2
311,1028,3
102,1350,3
249,1297,5
95,1293,4
19,1259,3
79,608,5
189,1722,4
1,70,3
214,223,5
7,471,5
234,919,4
59,1049,3
13,1777,2
6,535,5
109,1027,5
195,1080,3
277,83,4
223,34,2
92,471,3
201,356,2
94,300,5
217,1036,4
244,1049,2
313,1258,3
181,1596,1
116,1502,3
303,1285,4
221,1589,4
91,150,4
151,475,5
64,1200,4
90,207,2
116,1676,4
291,170,3
62,708,3
303,762,2
49,117,5
307,1649,4
303,1200,5
286,1080,4
291,1029,4
235,529,4
276,1090,5
135,259,3
276,879,2
7,434,5
250,596,4
318,158,2
234,511,2
289,805,3
87,829,2
50,707,3
25,1584,5
18,953,5
193,333,3
207,57,3
314,1541,4
250,1665,4
262,377,3
94,553,4
59,521,5
277,805,4
269,1391,3
148,1015,1
223,694,2
210,1193,5
185,1250,4
174,466,1
235,908,4
276,280,3
99,1777,2
303,550,2
224,1593,2
298,1544,4
44,1278,4
315,52,4
215,1247,4
269,36,4
42,1240,5
293,457,3
246,353,5
101,648,4
249,539,4
60,1284,5
13,1615,3
271,1693,4
92,351,4
254,1222,3
311,1266,5
263,1247,4
201,1271,3
279,457,3
138,953,4
261,1673,5
176,1584,4
303,1381,3
62,720,4
72,1303,4
276,19,3
88,1693,2
263,733,3
9,1573,5
92,1299,4
249,1186,4
262,1686,3
196,1259,5
256,172,2
276,1370,4
134,1721,5
311,1100,3
203,1049,3
247,534,5
313,1162,3
311,497,5
251,1513,5
227,788,4
59,165,5
201,1274,2
58,608,5
249,218,4
286,1727,5
11,234,3
92,1043,3
160,296,5
103,858,4
11,688,3
87,10,4
45,104,2
293,918,3
291,440,4
254,432,3
49,1627,4
222,113,4
161,1124,2
268,1,3
59,1302,5
177,1288,4
151,935,4
299,1391,1
29,1620,4
30,1304,5
315,1219,4
262,235,2
321,953,4
191,1686,3
106,224,4
178,1515,3
84,50,5
264,163,3
239,1300,5
90,1267,5
261,1600,5
190,1617,5
112,1416,5
144,640,3
199,1584,4
224,85,1
85,1029,3
301,1265,5
145,839,1
294,858,5
130,1274,3
152,818,2
267,996,4
286,1377,3
160,733,4
6,1193,4
158,367,3
297,534,4
250,1480,4
57,76,2
58,1639,5
23,1306,3
301,204,4
307,1610,3
276,833,1
223,788,1
137,1608,5
164,733,5
276,185,3
213,1485,3
286,166,5
232,1247,4
150,1354,4
21,631,1
130,351,3
222,1327,2
1,543,4
49,185,1
311,22,3
151,541,5
248,778,5
213,934,4
203,1210,5
269,235,4
198,608,1
266,1366,3
197,1375,3
74,1704,5
127,1485,4
194,21,4
177,296,5
45,661,3
57,150,4
239,1221,5
268,586,2
238,1544,3
201,851,3
270,590,4
159,858,5
230,1265,4
92,1347,4
318,350,4
123,1357,3
267,592,4
232,1083,3
5,345,5
16,1088,3
180,94,4
178,805,3
319,1721,5
180,537,3
270,534,5
269,1268,2
293,953,5
269,352,4
54,494,3
21,593,5
303,1288,5
13,137,4
314,588,5
151,412,5
230,277,5
201,592,3
95,1440,4
270,92,5
256,57,5
80,509,3
303,1304,5
151,1306,1
62,1584,5
189,892,4
77,1240,5
99,832,5
291,3,3
293,1479,2
206,1730,1
83,1665,4
262,1206,4
253,1307,4
223,783,3
94,1747,5
293,227,1
101,376,2
267,893,3
201,1447,4
314,835,2
271,708,4
314,25,1
18,412,4
207,21,4
313,589,5
21,1601,1
215,1036,4
279,1439,4
234,1547,2
296,1500,5
270,497,4
210,1101,5
201,457,4
5,248,2
184,1210,4
104,788,1
275,1371,3
185,1641,5
276,165,4
279,437,3
216,356,5
16,647,3
147,1465,5
291,1527,4
28,588,3
29,1713,2
291,647,4
181,68,1
297,1343,3
97,541,5
21,783,3
59,1257,3
238,5,3
178,1288,4
186,553,5
299,965,4
10,1084,5
110,1644,4
109,610,1
157,1527,1
267,410,3
181,1589,3
207,529,4
47,1612,3
148,720,5
94,36,5
60,1356,4
244,765,4
276,1639,4
234,85,4
106,650,4
216,147,4
294,735,2
140,1639,4
220,1633,4
67,318,5
170,1601,3
230,1031,4
299,1178,4
7,481,5
275,1029,3
44,1527,5
11,627,5
59,1183,3
174,520,1
194,1387,3
57,1270,4
314,1013,4
201,1247,4
184,1088,3
194,348,4
159,1381,2
181,882,2
286,180,3
280,236,4
211,858,4
187,1302,3
71,923,3
64,474,4
303,43,3
198,924,5
232,551,5
98,235,4
299,1184,2
254,941,3
7,640,4
12,1608,4
239,41,5
238,708,4
90,1286,5
63,85,3
40,1639,4
181,1354,1
298,1077,3
104,1589,2
42,1219,4
181,1612,1
258,1407,1
291,442,4
148,357,5
305,1221,4
184,364,4
94,210,3
158,999,4
7,1299,5
174,1393,4
158,1224,5
276,225,1
278,1683,4
229,1747,1
101,1544,3
63,3,3
275,1262,4
275,1197,3
62,319,4
230,1387,4
109,628,3
73,1193,5
83,736,3
4,1675,5
130,1488,1
64,224,5
15,661,1
244,541,5
219,1747,1
295,469,5
293,1407,3
125,312,2
279,916,3
76,509,3
272,246,4
269,1041,5
244,329,4
271,1353,3
321,1399,3
306,1390,3
224,1620,3
57,719,4
145,628,4
85,43,2
52,588,4
209,1602,1
145,1590,4
208,1265,4
160,1221,5
141,7,5
260,1496,5
177,1601,4
82,1377,2
223,1023,5
107,1676,2
26,141,3
297,1552,3
244,1135,3
15,1515,1
286,1188,4
82,788,3
167,19,3
99,1210,5
56,1246,2
293,1729,3
7,1237,3
90,1171,4
228,778,3
10,1416,4
57,5,3
246,480,2
323,1358,4
13,1361,1
268,317,1
271,785,2
307,1185,3
54,1573,4
295,235,5
194,1393,3
194,480,2
311,380,5
290,480,4
262,589,4
279,940,5
290,500,3
145,500,5
269,1089,5
276,1208,5
323,1573,4
296,1584,5
18,901,4
72,1299,4
224,46,3
125,1396,5
244,1243,5
135,1275,2
59,905,3
221,63,4
13,1380,1
42,356,4
10,1673,4
219,1650,3
60,905,4
125,1077,1
255,1350,3
7,509,5
7,858,5
189,1266,3
59,553,3
313,1049,2
234,1101,3
6,1035,2
305,501,1
226,1047,3
204,1673,5
13,950,5
186,376,4
6,17,4
269,480,2
69,1608,3
259,441,4
5,316,4
181,1426,3
135,1371,3
222,132,2
5,1377,2
286,1584,4
104,1517,3
303,337,4
295,368,4
201,507,2
13,1416,2
184,608,5
262,294,3
234,948,3
1,318,5
325,914,3
312,1178,5
207,533,2
262,1185,3
239,898,5
142,1210,5
291,415,2
294,1366,3
195,1610,4
121,1185,5
279,1185,3
49,70,2
7,1246,5
280,653,2
175,589,3
180,1275,4
311,479,3
44,762,4
59,595,2
320,733,4
256,280,5
236,1610,2
83,1010,3
43,272,4
18,951,3
303,529,3
91,1207,4
318,1094,4
275,1584,3
97,910,5
174,1095,5
268,553,3
188,160,2
94,541,3
158,514,4
256,122,4
221,356,4
196,344,5
232,1199,5
159,494,4
175,364,4
254,1024,2
326,110,4
303,1459,3
270,288,4
181,747,1
254,1022,3
56,1391,1
11,1224,3
162,1210,4
117,809,3
268,272,3
6,1485,2
210,329,4
151,1023,5
42,474,4
62,24,2
59,357,3
234,899,5
270,373,5
97,913,3
11,1271,3
56,379,4
173,1183,5
67,833,4
213,50,5
268,474,3
100,1414,1
269,282,2
131,608,5
308,1573,5
14,1188,5
284,1635,4
191,1769,3
222,153,3
207,1390,3
303,1498,3
305,1300,5
223,527,4
22,457,4
137,95,5
292,1597,3
269,968,4
197,1485,4
42,904,4
26,1552,3
7,258,3
193,1304,4
299,1220,3
115,858,5
59,1285,5
217,110,5
279,1188,4
257,1701,4
279,322,4
63,1356,3
178,368,5
90,290,4
111,1721,4
94,1025,4
59,953,4
179,1735,4
303,1617,4
299,1238,4
10,1086,4
62,334,4
56,356,4
92,1416,3
308,277,3
13,1036,4
15,881,1
244,1088,3
234,1385,2
15,858,2
110,274,2
181,1617,2
236,1721,4
